	model	type	pairid	expected	unexpected	diff	acc
0	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	1	0.2395623922348022	2.8649256229400635	-2.6253632307052612	True
1	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	2	2.922232151031494	0.2260203659534454	2.6962117850780487	False
2	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	3	4.162489414215088	0.0946128442883491	4.067876569926739	False
3	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	4	0.1173514053225517	3.809805154800415	-3.6924537494778633	True
4	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	5	5.03765344619751	0.0726435855031013	4.965009860694408	False
5	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	6	0.0706838965415954	4.847795009613037	-4.777111113071442	True
6	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	7	4.206349849700928	0.0943522155284881	4.11199763417244	False
7	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	8	0.0706133171916008	4.445827007293701	-4.3752136901021	True
8	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	9	3.629996299743652	0.1262691617012024	3.5037271380424495	False
9	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	10	0.2309758961200714	3.6659865379333496	-3.435010641813278	True
10	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	11	4.656461238861084	0.0744005367159843	4.5820607021451	False
11	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	12	0.0877201855182647	4.694795608520508	-4.607075423002243	True
12	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	13	3.730064392089844	0.1234422773122787	3.6066221147775654	False
13	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	14	0.0922771096229553	4.322878360748291	-4.230601251125336	True
14	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	15	4.018862247467041	0.106578916311264	3.912283331155777	False
15	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	16	0.3268716335296631	2.8676400184631348	-2.5407683849334717	True
16	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	17	5.302230358123779	0.0418698340654373	5.260360524058342	False
17	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	18	0.023976968601346	6.178330898284912	-6.154353929683566	True
18	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	19	4.334725856781006	0.0767740160226821	4.257951840758324	False
19	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	20	0.1427921652793884	3.60435152053833	-3.4615593552589417	True
20	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	21	3.269411563873291	0.1811643987894058	3.088247165083885	False
21	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	22	0.0528103038668632	4.900230884552002	-4.847420580685139	True
22	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	23	3.548527240753174	4.945259094238281	-1.3967318534851074	True
23	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	24	0.3720056414604187	4.573712348937988	-4.20170670747757	True
24	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	25	4.074549674987793	0.10710259526968	3.967447079718113	False
25	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	26	0.125281348824501	3.700484275817871	-3.57520292699337	True
26	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	27	4.454080104827881	0.0870992392301559	4.366980865597725	False
27	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	28	0.0649846270680427	4.770473957061768	-4.705489329993725	True
28	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	29	4.668002605438232	0.0679069757461547	4.600095629692078	False
29	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	30	0.0230795294046401	6.538302421569824	-6.515222892165184	True
30	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	31	4.114237785339356	0.1026198789477348	4.0116179063916215	False
31	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	32	0.1668223142623901	3.826134443283081	-3.659312129020691	True
32	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	33	3.076535701751709	0.9236818552017212	2.152853846549988	False
33	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	34	3.393091917037964	4.7393293380737305	-1.3462374210357666	True
34	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	35	3.212899684906006	0.1699789613485336	3.0429207235574722	False
35	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	36	0.1497737914323806	3.514552593231201	-3.3647788017988205	True
36	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	37	4.412027359008789	4.152230262756348	0.2597970962524414	False
37	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	38	1.2077704668045044	3.630486011505127	-2.4227155447006226	True
38	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	39	3.5047800540924072	0.1452849060297012	3.359495148062706	False
39	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	40	0.1313828527927398	3.858100891113281	-3.726718038320541	True
40	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	41	3.6291425228118896	0.2251503616571426	3.403992161154747	False
41	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	42	0.097389206290245	4.243694305419922	-4.146305099129677	True
42	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	43	2.063302516937256	0.0488003119826316	2.014502204954624	False
43	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	44	0.0284603666514158	1.7061731815338137	-1.6777128148823979	True
44	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	45	4.724786281585693	0.0671078711748123	4.657678410410881	False
45	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	46	0.0417223088443279	5.202117919921875	-5.160395611077547	True
46	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	47	5.172049522399902	0.0540965124964714	5.117953009903431	False
47	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	48	0.1103988736867904	4.31297779083252	-4.20257891714573	True
48	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	49	3.56525993347168	0.1347781866788864	3.4304817467927937	False
49	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	50	0.0603535659611225	4.8173136711120605	-4.756960105150938	True
50	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	51	4.314478397369385	0.1139053851366043	4.2005730122327805	False
51	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	52	0.0699338465929031	5.252954483032227	-5.183020636439323	True
52	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	53	3.968584299087525	0.1664772629737854	3.8021070361137395	False
53	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	54	0.2236130237579345	3.5128841400146484	-3.289271116256714	True
54	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	55	3.8775534629821777	0.1116123348474502	3.7659411281347275	False
55	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	56	0.0962235704064369	4.063095569610596	-3.966871999204159	True
56	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	57	2.6542954444885254	0.271512895822525	2.3827825486660004	False
57	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	58	0.2088450193405151	3.8221304416656494	-3.6132854223251343	True
58	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	59	3.418107748031616	0.156438797712326	3.26166895031929	False
59	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	60	0.2175706773996353	2.97102952003479	-2.7534588426351547	True
60	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	61	5.024498462677002	0.049458559602499	4.975039903074503	False
61	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	62	0.0587745867669582	4.834818363189697	-4.776043776422739	True
