	model	type	pairid	expected	unexpected	diff	acc
0	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	1	1.1106035709381104	0.9523162841796876	0.15828728675842274	False
1	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	2	0.7381633520126343	1.374358892440796	-0.6361955404281616	True
2	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	3	2.686295986175537	0.2610187232494354	2.4252772629261017	False
3	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	4	0.2515503168106079	2.749241828918457	-2.497691512107849	True
4	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	5	3.150839805603028	0.2040065973997116	2.946833208203316	False
5	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	6	0.1693529933691024	3.385615825653076	-3.2162628322839737	True
6	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	7	2.462045192718506	0.3110072314739227	2.151037961244583	False
7	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	8	0.1890294402837753	3.05566930770874	-2.8666398674249645	True
8	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	9	1.281962752342224	0.787819504737854	0.4941432476043699	False
9	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	10	0.9131167531013488	1.5881142616271973	-0.6749975085258485	True
10	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	11	2.4634835720062256	0.3156432509422302	2.1478403210639954	False
11	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	12	0.3344432413578033	2.454256057739258	-2.1198128163814545	True
12	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	13	1.182191014289856	0.8684754371643066	0.3137155771255493	False
13	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	14	0.5621243119239807	1.7463059425354004	-1.1841816306114197	True
14	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	15	1.75285542011261	0.5515442490577698	1.2013111710548403	False
15	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	16	1.2094192504882812	0.9862738251686096	0.22314542531967163	False
16	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasHE	type1	17	3.3260059356689453	0.1594583988189697	3.1665475368499756	False
