	model	type	pairid	expected	unexpected	diff	acc
0	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	1	0.0666138082742691	0.0588277578353881	0.007786050438881004	False
1	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	2	0.0365272983908653	0.0463636741042137	-0.009836375713348403	True
2	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	3	0.0195484813302755	0.0205144174396991	-0.0009659361094235992	True
3	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	4	0.0256767515093088	0.0211794264614582	0.004497325047850602	False
4	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	5	0.0048573748208582	0.0069358716718852	-0.0020784968510269997	True
5	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	6	0.0356490463018417	0.0267667341977357	0.008882312104106001	False
6	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	7	0.0247536562383174	0.0238248966634273	0.0009287595748900986	False
7	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	8	0.0283514335751533	0.0250388272106647	0.003312606364488598	False
8	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	9	0.0385027602314949	0.0465675108134746	-0.008064750581979703	True
9	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	10	0.0533358007669448	0.0504030250012874	0.002932775765657404	False
10	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	11	0.6878941059112549	0.8264036178588867	-0.13850951194763184	True
11	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	12	0.8703169226646423	0.6862329244613647	0.1840839982032776	False
12	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	13	0.080982893705368	0.1036527901887893	-0.022669896483421298	True
13	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	14	0.7450031042098999	0.6432608366012573	0.10174226760864258	False
14	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	15	0.0669519081711769	0.072878897190094	-0.005926989018917098	True
15	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	16	0.1478231996297836	0.1523616015911102	-0.004538401961326599	True
16	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	17	0.0269785895943641	0.0312542766332626	-0.004275687038898499	True
17	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	18	0.0484002269804477	0.0554227866232395	-0.0070225596427918036	True
18	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	19	0.156192347407341	0.162168949842453	-0.0059766024351119995	True
19	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	20	0.0067807943560183	0.0077849067747592	-0.0010041124187409002	True
20	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	21	0.4319460391998291	0.5887633562088013	-0.15681731700897217	True
21	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	22	0.0594205483794212	0.0567223764955997	0.0026981718838215013	False
22	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	23	0.0965586602687835	0.0861300677061081	0.010428592562675407	False
23	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	24	0.1386469453573227	0.1312562972307205	0.007390648126602201	False
24	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	25	0.1136900335550308	0.1414108574390411	-0.027720823884010315	True
25	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	26	0.1193122565746307	0.1052509024739265	0.014061354100704193	False
26	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	27	0.0663520172238349	0.0568829216063022	0.009469095617532695	False
27	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	28	0.2280221581459045	0.2845958173274994	-0.056573659181594876	True
28	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	29	0.1718586236238479	0.2706486582756042	-0.09879003465175629	True
29	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	30	0.0522187761962413	0.0544135421514511	-0.0021947659552097945	True
30	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	31	0.1942440569400787	0.1970024704933166	-0.0027584135532378873	True
31	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	32	0.0323345065116882	0.0336490012705326	-0.0013144947588444034	True
32	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	33	7.841993808746338	7.611193180084228	0.23080062866211026	False
33	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasRU	type1	34	4.450398921966553	5.028313159942627	-0.5779142379760742	True
