	model	type	pairid	expected	unexpected	diff	acc
0	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	1	0.9858914017677308	1.047175049781799	-0.06128364801406827	True
1	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	2	0.999164581298828	1.0479553937911987	-0.048790812492370716	True
2	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	3	1.6907975673675537	0.5528503656387329	1.1379472017288208	False
3	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	4	0.2729560434818268	2.5779693126678467	-2.30501326918602	True
4	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	5	2.1359167098999023	0.3899543583393097	1.7459623515605927	False
5	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	6	0.2668012678623199	2.639223575592041	-2.372422307729721	True
6	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	7	1.7830573320388794	0.5113461017608643	1.2717112302780151	False
7	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	8	0.1590187102556228	3.280586242675781	-3.121567532420158	True
8	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	9	1.1537952423095703	0.8746715188026428	0.2791237235069275	False
9	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	10	0.873431921005249	1.3475013971328735	-0.4740694761276245	True
10	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	11	2.055727481842041	0.4169226288795471	1.638804852962494	False
11	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	12	0.6855196952819824	1.459818720817566	-0.7742990255355835	True
12	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	13	1.368633270263672	0.7288055419921875	0.6398277282714846	False
13	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	14	0.611783504486084	1.6099103689193726	-0.9981268644332886	True
14	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	15	2.07733154296875	0.4011115133762359	1.676220029592514	False
15	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	16	1.4294456243515017	0.8050935864448547	0.624352037906647	False
16	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	17	3.99505615234375	0.0979952812194824	3.8970608711242676	False
17	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	18	0.0419637225568294	5.175612926483154	-5.133649203926325	True
18	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	19	1.1459699869155884	0.8755801916122437	0.2703897953033447	False
19	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	20	1.1157299280166626	0.9187671542167664	0.19696277379989624	False
20	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	21	3.246082067489624	0.1709470599889755	3.0751350075006485	False
21	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	22	0.0968618243932724	3.9735844135284415	-3.876722589135169	True
22	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	23	2.594522714614868	4.302381992340088	-1.7078592777252197	True
23	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	24	0.5773463249206543	1.865983366966248	-1.2886370420455937	True
24	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	25	0.7342847585678101	1.3762340545654297	-0.6419492959976196	True
25	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	26	1.087154746055603	0.9432672262191772	0.14388751983642578	False
26	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	27	2.8172452449798584	0.2294428646564483	2.58780238032341	False
27	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	28	0.200204312801361	2.9906764030456543	-2.790472090244293	True
28	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	29	4.808764934539795	0.0586068220436573	4.750158112496138	False
29	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	30	0.0429915599524974	5.180509567260742	-5.137518007308245	True
30	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	31	1.6697784662246704	0.5634871125221252	1.1062913537025452	False
31	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	32	0.5134479403495789	1.976541519165039	-1.4630935788154602	True
32	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	33	1.5828566551208496	1.4516764879226685	0.13118016719818115	False
33	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	34	3.149190902709961	2.7209153175354004	0.42827558517456055	False
34	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	35	1.667623519897461	0.5572265982627869	1.110396921634674	False
35	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	36	0.5268684029579163	1.7615936994552612	-1.234725296497345	True
36	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	37	3.459805965423584	4.497929096221924	-1.0381231307983398	True
37	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	38	0.7701185941696167	2.098853826522827	-1.3287352323532104	True
38	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	39	1.0052086114883425	1.022327184677124	-0.017118573188781516	True
39	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	40	0.7262217402458191	1.3918359279632568	-0.6656141877174377	True
40	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	41	1.0634547472000122	1.1673928499221802	-0.10393810272216797	True
41	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	42	0.5416355133056641	1.7553954124450684	-1.2137598991394043	True
42	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	43	1.6980985403060913	0.2331595867872238	1.4649389535188675	False
43	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	44	0.0848567113280296	1.2232367992401123	-1.1383800879120827	True
44	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	45	2.00433611869812	0.4232595860958099	1.5810765326023102	False
45	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	46	0.5253375172615051	1.7281373739242554	-1.2027998566627502	True
46	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	47	3.118252754211426	0.1900321692228317	2.928220584988594	False
47	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	48	0.2286312580108642	2.901615858078003	-2.6729846000671387	True
48	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	49	1.4371696710586548	0.6768962740898132	0.7602733969688416	False
49	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	50	0.2914472818374634	2.5020930767059326	-2.2106457948684692	True
50	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	51	0.8776372671127319	1.1927508115768433	-0.31511354446411133	True
51	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	52	0.5411787629127502	1.7349612712860107	-1.1937825083732605	True
52	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	53	1.302170991897583	0.8275401592254639	0.47463083267211914	False
53	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	54	0.9346014261245728	1.1865243911743164	-0.25192296504974365	True
54	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	55	1.874910831451416	0.4744327962398529	1.400478035211563	False
55	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	56	0.3915936648845672	2.119246006011963	-1.7276523411273956	True
56	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	57	0.4687336385250091	1.8861677646636963	-1.4174341261386871	True
57	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	58	0.8938444256782532	1.3310600519180298	-0.4372156262397766	True
58	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	59	1.1547281742095947	0.8927285075187683	0.2619996666908264	False
59	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	60	0.8374322056770325	1.2406117916107178	-0.4031795859336853	True
60	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	61	2.2024662494659424	0.3586966693401336	1.8437695801258087	False
61	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	62	0.3014931380748749	2.4359548091888428	-2.134461671113968	True
62	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	63	2.7957763671875	3.584904432296753	-0.7891280651092529	True
63	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	64	0.5680721998214722	1.6605801582336426	-1.0925079584121704	True
64	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	65	2.459744691848755	0.6261922121047974	1.8335524797439575	False
65	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	66	0.8036201596260071	2.742014646530152	-1.9383944869041447	True
66	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	67	1.117292881011963	0.9097524285316468	0.20754045248031605	False
67	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	68	0.8280272483825684	1.2038272619247437	-0.3758000135421753	True
68	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	69	1.734729528427124	0.5376476645469666	1.1970818638801575	False
69	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasES	type1	70	0.8707780241966248	1.184144139289856	-0.3133661150932312	True
