	model	type	pairid	expected	unexpected	diff	acc
0	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	1	10.13506031036377	8.951982498168945	1.1830778121948242	False
1	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	2	6.063374996185303	5.923016548156738	0.14035844802856445	False
2	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	3	2.540926456451416	3.739118814468384	-1.1981923580169678	True
3	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	4	4.108502864837647	6.095510959625244	-1.9870080947875968	True
4	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	5	10.199851036071776	10.851465225219728	-0.6516141891479528	True
5	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	6	9.397587776184082	8.356528282165527	1.0410594940185547	False
6	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	7	3.646639585494995	4.149812698364258	-0.5031731128692627	True
7	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	8	3.118650436401367	4.30336856842041	-1.184718132019043	True
8	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	9	5.8316755294799805	6.27564811706543	-0.4439725875854492	True
9	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	10	4.38368558883667	6.912791252136231	-2.5291056632995614	True
10	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	11	8.686853408813477	10.1961088180542	-1.5092554092407227	True
11	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	12	6.526976108551025	8.237017631530762	-1.7100415229797363	True
12	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	13	5.86402702331543	7.34138011932373	-1.4773530960083	True
13	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	14	4.283148288726807	5.076834678649902	-0.7936863899230957	True
14	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	15	4.23285436630249	5.461913585662842	-1.2290592193603516	True
15	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	16	3.569963932037353	5.549994468688965	-1.9800305366516118	True
16	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	17	6.303995609283447	7.038196563720703	-0.7342009544372559	True
17	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	18	2.756410360336304	3.8241817951202393	-1.067771434783935	True
18	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	19	8.476115226745605	10.143265724182127	-1.6671504974365217	True
19	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	20	9.17991828918457	9.130417823791504	0.049500465393066406	False
20	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	21	6.892506122589111	6.830793380737305	0.06171274185180664	False
21	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	22	7.612075328826904	5.833141803741455	1.7789335250854492	False
22	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	23	8.550143241882324	15.369145393371582	-6.819002151489258	True
23	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	24	2.691161870956421	5.729833602905273	-3.0386717319488525	True
24	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	25	3.89941930770874	5.235277652740479	-1.3358583450317396	True
25	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	26	3.5509250164031982	4.524748802185059	-0.9738237857818604	True
26	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	27	13.055062294006348	10.871849060058594	2.183213233947754	False
27	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	28	9.177138328552246	11.679595947265623	-2.502457618713377	True
28	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	29	5.894221782684326	6.080324649810791	-0.18610286712646484	True
29	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	30	3.5458884239196777	5.189598083496094	-1.643709659576416	True
30	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	31	4.298868179321289	5.778672218322754	-1.4798040390014648	True
31	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	32	11.158551216125488	8.381739616394043	2.7768115997314453	False
32	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	33	11.700735092163086	14.142020225524902	-2.4412851333618164	True
33	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	34	14.881816864013672	10.286905288696287	4.594911575317385	False
34	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	35	6.282228469848633	6.826221942901611	-0.5439934730529785	True
35	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	36	5.32041072845459	6.911251544952393	-1.5908408164978027	True
36	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	37	6.470438480377197	9.812573432922363	-3.342134952545166	True
37	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	38	9.59089469909668	9.471673011779783	0.11922168731689631	False
38	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	39	4.995627403259277	4.435059070587158	0.5605683326721191	False
39	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	40	6.034064769744873	6.376940727233887	-0.34287595748901367	True
40	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	41	10.170509338378906	12.084507942199709	-1.9139986038208026	True
41	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	42	2.3687527179718018	4.806971549987793	-2.438218832015991	True
42	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	43	5.708009243011475	8.995786666870117	-3.2877774238586426	True
43	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	44	6.97345495223999	5.021930694580078	1.951524257659912	False
44	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	45	6.86689043045044	4.758041858673096	2.1088485717773446	False
45	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	46	2.368201494216919	3.675634622573853	-1.307433128356934	True
46	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	47	8.363245010375977	7.763182640075684	0.600062370300293	False
47	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	48	8.798080444335938	9.049430847167969	-0.25135040283203125	True
48	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	49	3.991526365280152	5.113670349121094	-1.122143983840942	True
49	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	50	5.314145088195801	5.876225471496582	-0.5620803833007812	True
50	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	51	9.35332489013672	11.11667537689209	-1.7633504867553693	True
51	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	52	10.63094425201416	11.355839729309082	-0.7248954772949219	True
52	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	53	12.80381965637207	13.209593772888184	-0.4057741165161133	True
53	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	54	12.744094848632812	12.382643699645996	0.3614511489868164	False
54	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	55	2.6305899620056152	3.825495481491089	-1.1949055194854736	True
55	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	56	4.763885974884033	2.6292264461517334	2.1346595287323	False
56	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	57	3.797172546386719	5.621290683746338	-1.8241181373596187	True
57	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	58	7.451630115509033	6.588773727416992	0.862856388092041	False
58	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	59	6.17816162109375	7.530209541320801	-1.3520479202270508	True
59	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	60	6.971410751342773	6.307812690734863	0.6635980606079102	False
60	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	61	5.322848320007324	5.143731594085693	0.17911672592163086	False
61	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	62	4.7655863761901855	4.122148036956787	0.6434383392333984	False
62	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	63	9.61240577697754	14.820338249206545	-5.207932472229004	True
63	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	64	6.815764427185059	5.938662528991699	0.8771018981933594	False
64	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	65	4.146055221557617	5.89420223236084	-1.7481470108032227	True
65	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	66	11.91901969909668	9.84731674194336	2.0717029571533203	False
66	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	67	5.554534435272217	3.5658204555511475	1.9887139797210693	False
67	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	68	2.847402811050415	4.515212059020996	-1.667809247970581	True
68	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	69	11.49302577972412	11.121977806091309	0.3710479736328107	False
69	/home/esuritis/NLP/FINAL/Cross-lingual-LLM-gender-bias/models/UnbiasIT2	type1	70	11.056914329528809	9.611480712890623	1.4454336166381854	False
